Final Test Accuracy: 0.7774
----------------------------------------
Epoch	Train Loss	Val Loss
108	0.480515	0.480706
109	0.480514	0.480705
110	0.480512	0.480703
111	0.480511	0.480701
112	0.480509	0.480700
113	0.480508	0.480698
114	0.480506	0.480696
115	0.480505	0.480695
116	0.480503	0.480693
117	0.480502	0.480691
118	0.480500	0.480690
119	0.480499	0.480688
120	0.480497	0.480686
121	0.480496	0.480685
122	0.480494	0.480683
123	0.480493	0.480681
124	0.480491	0.480680
125	0.480490	0.480678
126	0.480488	0.480676
127	0.480486	0.480675
128	0.480485	0.480673
129	0.480483	0.480672
130	0.480482	0.480670
131	0.480480	0.480668
132	0.480479	0.480667
133	0.480477	0.480665
134	0.480476	0.480663
135	0.480474	0.480662
136	0.480473	0.480660
137	0.480471	0.480658
138	0.480470	0.480657
139	0.480468	0.480655
140	0.480467	0.480653
141	0.480465	0.480652
142	0.480464	0.480650
143	0.480462	0.480649
144	0.480461	0.480647
145	0.480459	0.480645
146	0.480457	0.480644
147	0.480456	0.480642
148	0.480454	0.480641
149	0.480453	0.480639
150	0.480451	0.480638
151	0.480450	0.480636
152	0.480448	0.480634
153	0.480447	0.480633
154	0.480445	0.480631
155	0.480444	0.480630
156	0.480442	0.480628
157	0.480441	0.480627
158	0.480439	0.480625
159	0.480438	0.480624
160	0.480436	0.480622
161	0.480435	0.480621
162	0.480433	0.480619
163	0.480432	0.480617
164	0.480430	0.480616
165	0.480429	0.480614
166	0.480427	0.480613
167	0.480426	0.480611
168	0.480424	0.480610
169	0.480423	0.480608
170	0.480421	0.480606
171	0.480420	0.480605
172	0.480418	0.480603
173	0.480417	0.480601
174	0.480415	0.480600
175	0.480414	0.480598
176	0.480412	0.480596
177	0.480411	0.480595
178	0.480409	0.480593
179	0.480408	0.480591
180	0.480406	0.480590
181	0.480405	0.480588
182	0.480403	0.480587
183	0.480402	0.480585
184	0.480400	0.480583
185	0.480399	0.480582
186	0.480397	0.480580
187	0.480396	0.480578
188	0.480394	0.480577
189	0.480393	0.480575
190	0.480391	0.480574
191	0.480390	0.480572
192	0.480388	0.480570
193	0.480387	0.480569
194	0.480385	0.480567
195	0.480384	0.480566
196	0.480382	0.480564
197	0.480381	0.480562
198	0.480379	0.480561
199	0.480378	0.480559
200	0.480376	0.480557
201	0.480375	0.480556
202	0.480373	0.480554
203	0.480372	0.480552
204	0.480371	0.480551
205	0.480369	0.480549
206	0.480368	0.480547
207	0.480366	0.480546
208	0.480365	0.480544
209	0.480363	0.480542
210	0.480362	0.480541
211	0.480360	0.480539
212	0.480359	0.480537
213	0.480357	0.480536
214	0.480356	0.480534
215	0.480354	0.480532
216	0.480353	0.480531
217	0.480351	0.480529
218	0.480350	0.480527
219	0.480348	0.480526
220	0.480347	0.480524
221	0.480346	0.480522
222	0.480344	0.480521
223	0.480343	0.480519
224	0.480341	0.480517
225	0.480339	0.480516
226	0.480338	0.480514
227	0.480336	0.480512
228	0.480335	0.480511
229	0.480333	0.480509
230	0.480332	0.480507
231	0.480330	0.480506
232	0.480329	0.480504
233	0.480327	0.480502
234	0.480325	0.480501
235	0.480324	0.480499
236	0.480322	0.480497
237	0.480321	0.480496
238	0.480319	0.480494
239	0.480318	0.480492
240	0.480316	0.480491
241	0.480315	0.480489
242	0.480313	0.480487
243	0.480312	0.480486
244	0.480310	0.480484
245	0.480309	0.480482
246	0.480307	0.480481
247	0.480306	0.480479
248	0.480304	0.480478
249	0.480303	0.480476
250	0.480301	0.480474
251	0.480300	0.480473
252	0.480298	0.480471
253	0.480297	0.480469
254	0.480295	0.480468
255	0.480293	0.480466
256	0.480292	0.480464
257	0.480291	0.480463
258	0.480289	0.480461
259	0.480288	0.480459
260	0.480286	0.480458
261	0.480285	0.480456
262	0.480283	0.480455
263	0.480282	0.480453
264	0.480280	0.480451
265	0.480279	0.480450
266	0.480277	0.480448
267	0.480276	0.480446
268	0.480274	0.480445
269	0.480273	0.480443
270	0.480271	0.480442
271	0.480270	0.480440
272	0.480269	0.480438
273	0.480267	0.480437
274	0.480266	0.480435
275	0.480264	0.480434
276	0.480263	0.480432
277	0.480261	0.480430
278	0.480260	0.480429
279	0.480258	0.480427
280	0.480257	0.480425
281	0.480255	0.480424
282	0.480254	0.480422
283	0.480252	0.480421
284	0.480251	0.480419
285	0.480249	0.480418
286	0.480248	0.480416
287	0.480246	0.480414
288	0.480245	0.480413
289	0.480244	0.480411
290	0.480242	0.480410
291	0.480241	0.480408
292	0.480239	0.480407
293	0.480238	0.480405
294	0.480236	0.480404
295	0.480235	0.480402
296	0.480233	0.480401
297	0.480232	0.480399
298	0.480231	0.480397
299	0.480229	0.480396
300	0.480228	0.480394
301	0.480226	0.480393
302	0.480225	0.480392
303	0.480223	0.480390
304	0.480222	0.480389
305	0.480221	0.480387
306	0.480219	0.480386
307	0.480218	0.480384
308	0.480216	0.480383
309	0.480215	0.480381
310	0.480214	0.480380
311	0.480212	0.480378
312	0.480211	0.480377
313	0.480209	0.480375
314	0.480208	0.480374
315	0.480206	0.480372
316	0.480205	0.480371
317	0.480203	0.480369
318	0.480202	0.480368
319	0.480201	0.480366
320	0.480199	0.480365
321	0.480198	0.480363
322	0.480196	0.480362
323	0.480195	0.480361
324	0.480194	0.480359
325	0.480192	0.480358
326	0.480191	0.480356
327	0.480189	0.480355
328	0.480188	0.480353
329	0.480187	0.480352
330	0.480185	0.480351
331	0.480184	0.480349
332	0.480182	0.480348
333	0.480181	0.480346
334	0.480180	0.480345
335	0.480178	0.480344
336	0.480177	0.480342
337	0.480175	0.480341
338	0.480174	0.480339
339	0.480173	0.480338
340	0.480171	0.480336
341	0.480170	0.480335
342	0.480168	0.480334
343	0.480167	0.480332
344	0.480166	0.480331
345	0.480164	0.480329
346	0.480163	0.480328
347	0.480161	0.480326
348	0.480160	0.480325
349	0.480158	0.480323
350	0.480157	0.480322
351	0.480156	0.480321
352	0.480154	0.480319
353	0.480153	0.480318
354	0.480151	0.480316
355	0.480150	0.480315
356	0.480148	0.480313
357	0.480147	0.480312
358	0.480146	0.480311
359	0.480144	0.480309
360	0.480143	0.480308
361	0.480141	0.480306
362	0.480140	0.480305
363	0.480138	0.480303
364	0.480137	0.480302
365	0.480136	0.480301
366	0.480134	0.480299
367	0.480133	0.480298
368	0.480131	0.480296
369	0.480130	0.480295
370	0.480128	0.480293
371	0.480127	0.480292
372	0.480126	0.480290
373	0.480124	0.480289
374	0.480123	0.480288
375	0.480121	0.480286
376	0.480120	0.480285
377	0.480118	0.480283
378	0.480117	0.480282
379	0.480115	0.480280
380	0.480114	0.480279
381	0.480113	0.480277
382	0.480111	0.480276
383	0.480110	0.480275
384	0.480108	0.480273
385	0.480107	0.480272
386	0.480105	0.480270
387	0.480104	0.480269
388	0.480102	0.480267
389	0.480101	0.480266
390	0.480099	0.480264
391	0.480098	0.480263
392	0.480097	0.480261
393	0.480095	0.480260
394	0.480094	0.480258
395	0.480092	0.480257
396	0.480091	0.480255
397	0.480089	0.480254
398	0.480088	0.480252
399	0.480087	0.480251
400	0.480085	0.480249
401	0.480084	0.480248
402	0.480082	0.480246
403	0.480081	0.480245
404	0.480080	0.480243
405	0.480078	0.480242
406	0.480077	0.480240
407	0.480075	0.480239
408	0.480074	0.480237
409	0.480073	0.480236
410	0.480071	0.480234
411	0.480070	0.480233
412	0.480068	0.480231
413	0.480067	0.480230
414	0.480066	0.480228
415	0.480064	0.480227
416	0.480063	0.480226
417	0.480061	0.480224
418	0.480060	0.480223
419	0.480059	0.480221
420	0.480057	0.480220
421	0.480056	0.480218
422	0.480054	0.480217
423	0.480053	0.480215
424	0.480052	0.480214
425	0.480050	0.480212
426	0.480049	0.480211
427	0.480047	0.480209
428	0.480046	0.480208
429	0.480044	0.480206
430	0.480043	0.480205
431	0.480042	0.480204
432	0.480040	0.480202
433	0.480039	0.480201
434	0.480038	0.480199
435	0.480036	0.480198
436	0.480035	0.480197
437	0.480033	0.480195
438	0.480032	0.480194
439	0.480030	0.480192
440	0.480029	0.480191
441	0.480028	0.480190
442	0.480026	0.480188
443	0.480025	0.480187
444	0.480023	0.480186
445	0.480022	0.480184
446	0.480021	0.480183
447	0.480019	0.480182
448	0.480018	0.480180
449	0.480016	0.480179
450	0.480015	0.480177
451	0.480013	0.480176
452	0.480012	0.480175
453	0.480010	0.480173
454	0.480009	0.480172
455	0.480007	0.480171
456	0.480006	0.480169
457	0.480005	0.480168
458	0.480003	0.480167
459	0.480002	0.480165
460	0.480000	0.480164
461	0.479999	0.480163
462	0.479997	0.480161
463	0.479996	0.480160
464	0.479994	0.480159
465	0.479993	0.480157
466	0.479992	0.480156
467	0.479990	0.480154
468	0.479989	0.480153
469	0.479987	0.480152
470	0.479986	0.480150
471	0.479984	0.480149
472	0.479983	0.480147
473	0.479981	0.480146
474	0.479980	0.480144
475	0.479978	0.480143
476	0.479977	0.480142
477	0.479975	0.480140
478	0.479974	0.480139
479	0.479972	0.480137
480	0.479971	0.480136
481	0.479969	0.480134
482	0.479968	0.480133
483	0.479966	0.480131
484	0.479965	0.480130
485	0.479963	0.480128
486	0.479962	0.480127
487	0.479960	0.480125
488	0.479959	0.480123
489	0.479957	0.480122
490	0.479956	0.480120
491	0.479954	0.480119
492	0.479953	0.480117
493	0.479951	0.480116
494	0.479950	0.480114
495	0.479948	0.480112
496	0.479947	0.480111
497	0.479945	0.480109
498	0.479944	0.480108
499	0.479942	0.480106
500	0.479941	0.480105
501	0.479939	0.480103
502	0.479938	0.480102
503	0.479936	0.480100
504	0.479935	0.480099
505	0.479933	0.480097
506	0.479932	0.480096
507	0.479930	0.480094
508	0.479929	0.480093
509	0.479927	0.480091
510	0.479926	0.480090
511	0.479924	0.480088
512	0.479923	0.480087
513	0.479921	0.480085
514	0.479920	0.480084
515	0.479918	0.480082
516	0.479916	0.480081
517	0.479915	0.480079
518	0.479913	0.480078
519	0.479912	0.480076
520	0.479910	0.480075
521	0.479909	0.480073
522	0.479907	0.480072
523	0.479906	0.480070
524	0.479904	0.480069
525	0.479903	0.480067
526	0.479901	0.480066
527	0.479900	0.480064
528	0.479898	0.480063
529	0.479897	0.480061
530	0.479895	0.480060
531	0.479894	0.480058
532	0.479892	0.480057
533	0.479891	0.480055
534	0.479889	0.480054
535	0.479887	0.480052
536	0.479886	0.480051
537	0.479884	0.480050
538	0.479883	0.480048
539	0.479881	0.480047
540	0.479880	0.480045
541	0.479878	0.480044
542	0.479877	0.480042
543	0.479875	0.480041
544	0.479874	0.480039
545	0.479873	0.480038
546	0.479871	0.480036
547	0.479870	0.480035
548	0.479868	0.480033
549	0.479867	0.480032
550	0.479865	0.480030
551	0.479864	0.480029
552	0.479862	0.480028
553	0.479861	0.480026
554	0.479859	0.480025
555	0.479858	0.480023
556	0.479856	0.480022
557	0.479855	0.480020
558	0.479854	0.480019
559	0.479852	0.480018
560	0.479851	0.480016
561	0.479849	0.480015
562	0.479848	0.480013
563	0.479846	0.480012
564	0.479845	0.480011
565	0.479844	0.480009
566	0.479842	0.480008
567	0.479841	0.480006
568	0.479839	0.480005
569	0.479838	0.480004
570	0.479836	0.480002
571	0.479835	0.480001
572	0.479834	0.480000
573	0.479832	0.479999
574	0.479831	0.479997
575	0.479829	0.479996
576	0.479828	0.479995
577	0.479826	0.479993
578	0.479825	0.479992
579	0.479823	0.479991
580	0.479822	0.479990
581	0.479820	0.479988
582	0.479819	0.479987
583	0.479817	0.479986
584	0.479816	0.479984
585	0.479814	0.479983
586	0.479813	0.479982
587	0.479811	0.479980
588	0.479810	0.479979
589	0.479808	0.479977
590	0.479807	0.479976
591	0.479805	0.479975
592	0.479804	0.479973
593	0.479802	0.479972
594	0.479801	0.479971
595	0.479799	0.479969
596	0.479798	0.479968
597	0.479796	0.479967
598	0.479795	0.479965
599	0.479793	0.479964
600	0.479792	0.479962
601	0.479790	0.479961
602	0.479789	0.479959
603	0.479787	0.479958
604	0.479786	0.479956
605	0.479784	0.479955
606	0.479783	0.479953
607	0.479782	0.479952
608	0.479780	0.479950
609	0.479779	0.479949
610	0.479777	0.479947
611	0.479776	0.479946
612	0.479774	0.479944
613	0.479773	0.479943
614	0.479771	0.479942
615	0.479770	0.479940
616	0.479768	0.479939
617	0.479767	0.479937
618	0.479765	0.479936
619	0.479764	0.479935
620	0.479763	0.479933
621	0.479761	0.479932
622	0.479760	0.479930
623	0.479758	0.479929
624	0.479757	0.479928
625	0.479755	0.479926
626	0.479754	0.479925
627	0.479753	0.479923
628	0.479751	0.479922
629	0.479750	0.479920
630	0.479748	0.479919
631	0.479747	0.479918
632	0.479746	0.479916
633	0.479744	0.479915
634	0.479743	0.479914
635	0.479741	0.479912
636	0.479740	0.479911
637	0.479739	0.479910
638	0.479737	0.479908
639	0.479736	0.479907
640	0.479734	0.479905
641	0.479733	0.479904
642	0.479732	0.479903
643	0.479730	0.479901
644	0.479729	0.479900
645	0.479727	0.479899
646	0.479726	0.479897
647	0.479725	0.479896
648	0.479723	0.479895
649	0.479722	0.479893
650	0.479720	0.479892
651	0.479719	0.479891
652	0.479717	0.479889
653	0.479716	0.479888
654	0.479715	0.479887
655	0.479713	0.479885
656	0.479712	0.479884
657	0.479711	0.479883
658	0.479709	0.479881
659	0.479708	0.479880
660	0.479707	0.479879
661	0.479705	0.479877
662	0.479704	0.479876
663	0.479703	0.479875
664	0.479702	0.479874
665	0.479700	0.479872
666	0.479699	0.479871
667	0.479698	0.479870
668	0.479697	0.479868
669	0.479695	0.479867
670	0.479694	0.479866
671	0.479693	0.479865
672	0.479691	0.479863
673	0.479690	0.479862
674	0.479689	0.479861
675	0.479688	0.479860
676	0.479686	0.479859
677	0.479685	0.479857
678	0.479684	0.479856
679	0.479683	0.479855
680	0.479681	0.479854
681	0.479680	0.479853
682	0.479679	0.479852
683	0.479678	0.479850
684	0.479676	0.479849
685	0.479675	0.479848
686	0.479674	0.479847
687	0.479673	0.479846
688	0.479671	0.479845
689	0.479670	0.479843
690	0.479669	0.479842
691	0.479668	0.479841
692	0.479666	0.479840
693	0.479665	0.479839
694	0.479664	0.479837
695	0.479662	0.479836
696	0.479661	0.479835
697	0.479660	0.479834
698	0.479659	0.479833
699	0.479657	0.479831
700	0.479656	0.479830
701	0.479655	0.479829
702	0.479654	0.479828
703	0.479653	0.479826
704	0.479651	0.479825
705	0.479650	0.479824
706	0.479649	0.479823
707	0.479648	0.479821
708	0.479647	0.479820
709	0.479645	0.479819
710	0.479644	0.479818
711	0.479643	0.479817
712	0.479642	0.479816
713	0.479641	0.479814
714	0.479639	0.479813
715	0.479638	0.479812
716	0.479637	0.479811
717	0.479636	0.479810
718	0.479635	0.479809
719	0.479634	0.479808
720	0.479632	0.479807
721	0.479631	0.479806
722	0.479630	0.479804
723	0.479629	0.479803
724	0.479628	0.479802
725	0.479626	0.479801
726	0.479625	0.479800
727	0.479624	0.479799
728	0.479623	0.479798
729	0.479622	0.479797
730	0.479621	0.479796
731	0.479620	0.479795
732	0.479618	0.479794
733	0.479617	0.479793
734	0.479616	0.479792
735	0.479615	0.479791
736	0.479614	0.479789
737	0.479613	0.479788
738	0.479611	0.479787
739	0.479610	0.479786
740	0.479609	0.479785
741	0.479608	0.479784
742	0.479607	0.479783
743	0.479606	0.479782
744	0.479605	0.479781
745	0.479603	0.479780
746	0.479602	0.479779
747	0.479601	0.479777
748	0.479600	0.479776
749	0.479599	0.479775
750	0.479598	0.479774
751	0.479597	0.479773
752	0.479595	0.479772
753	0.479594	0.479771
754	0.479593	0.479770
755	0.479592	0.479769
756	0.479591	0.479768
757	0.479590	0.479767
758	0.479589	0.479766
759	0.479588	0.479765
760	0.479586	0.479764
761	0.479585	0.479763
762	0.479584	0.479762
763	0.479583	0.479761
764	0.479582	0.479760
765	0.479581	0.479759
766	0.479580	0.479758
767	0.479578	0.479757
768	0.479577	0.479756
769	0.479576	0.479755
770	0.479575	0.479753
771	0.479574	0.479752
772	0.479572	0.479751
773	0.479571	0.479750
774	0.479570	0.479749
775	0.479569	0.479748
776	0.479568	0.479747
777	0.479567	0.479746
778	0.479566	0.479745
779	0.479564	0.479744
780	0.479563	0.479742
781	0.479562	0.479741
782	0.479561	0.479740
783	0.479560	0.479739
784	0.479559	0.479738
785	0.479557	0.479737
786	0.479556	0.479736
787	0.479555	0.479735
788	0.479554	0.479734
789	0.479553	0.479733
790	0.479552	0.479732
791	0.479551	0.479731
792	0.479550	0.479730
793	0.479548	0.479729
794	0.479547	0.479728
795	0.479546	0.479727
796	0.479545	0.479726
797	0.479544	0.479725
798	0.479543	0.479724
799	0.479541	0.479723
800	0.479540	0.479722
801	0.479539	0.479721
802	0.479538	0.479720
803	0.479537	0.479719
804	0.479536	0.479718
805	0.479534	0.479717
806	0.479533	0.479716
807	0.479532	0.479715
808	0.479531	0.479714
809	0.479530	0.479712
810	0.479529	0.479711
811	0.479528	0.479710
812	0.479526	0.479709
813	0.479525	0.479708
814	0.479524	0.479707
815	0.479523	0.479706
816	0.479522	0.479705
817	0.479521	0.479704
818	0.479520	0.479703
819	0.479519	0.479702
820	0.479517	0.479701
821	0.479516	0.479699
822	0.479515	0.479698
823	0.479514	0.479697
824	0.479513	0.479696
825	0.479512	0.479695
826	0.479511	0.479694
827	0.479510	0.479693
828	0.479509	0.479692
829	0.479508	0.479691
830	0.479507	0.479690
831	0.479505	0.479689
832	0.479504	0.479688
833	0.479503	0.479687
834	0.479502	0.479686
835	0.479501	0.479685
836	0.479500	0.479684
837	0.479499	0.479682
838	0.479498	0.479681
839	0.479497	0.479680
840	0.479496	0.479679
841	0.479495	0.479678
842	0.479494	0.479677
843	0.479493	0.479676
844	0.479491	0.479675
845	0.479490	0.479674
846	0.479489	0.479673
847	0.479488	0.479672
848	0.479487	0.479671
849	0.479486	0.479670
850	0.479485	0.479669
851	0.479484	0.479668
852	0.479483	0.479667
853	0.479482	0.479666
854	0.479481	0.479665
855	0.479480	0.479664
856	0.479479	0.479663
857	0.479478	0.479662
858	0.479477	0.479661
859	0.479475	0.479660
860	0.479474	0.479659
861	0.479473	0.479658
862	0.479472	0.479657
863	0.479471	0.479656
864	0.479470	0.479655
865	0.479469	0.479654
866	0.479468	0.479653
867	0.479467	0.479652
868	0.479466	0.479651
869	0.479465	0.479650
870	0.479464	0.479649
871	0.479463	0.479648
872	0.479462	0.479647
873	0.479460	0.479646
874	0.479459	0.479645
875	0.479458	0.479644
876	0.479457	0.479643
877	0.479456	0.479642
878	0.479455	0.479641
879	0.479454	0.479640
880	0.479453	0.479639
881	0.479452	0.479638
882	0.479450	0.479637
883	0.479449	0.479636
884	0.479448	0.479635
885	0.479447	0.479634
886	0.479446	0.479633
887	0.479445	0.479632
888	0.479444	0.479631
889	0.479443	0.479630
890	0.479441	0.479629
891	0.479440	0.479628
892	0.479439	0.479627
893	0.479438	0.479626
894	0.479437	0.479625
895	0.479436	0.479624
896	0.479435	0.479623
897	0.479434	0.479622
898	0.479432	0.479621
899	0.479431	0.479619
900	0.479430	0.479618
901	0.479429	0.479617
902	0.479428	0.479616
903	0.479427	0.479615
904	0.479426	0.479614
905	0.479425	0.479613
906	0.479423	0.479612
907	0.479422	0.479611
908	0.479421	0.479610
909	0.479420	0.479609
910	0.479419	0.479608
911	0.479418	0.479607
912	0.479417	0.479605
913	0.479416	0.479604
914	0.479414	0.479603
915	0.479413	0.479602
916	0.479412	0.479601
917	0.479411	0.479600
918	0.479410	0.479599
919	0.479409	0.479598
920	0.479408	0.479597
921	0.479407	0.479596
922	0.479405	0.479595
923	0.479404	0.479593
924	0.479403	0.479592
925	0.479402	0.479591
926	0.479401	0.479590
927	0.479400	0.479589
928	0.479399	0.479588
929	0.479398	0.479587
930	0.479397	0.479586
931	0.479396	0.479585
932	0.479395	0.479584
933	0.479393	0.479583
934	0.479392	0.479582
935	0.479391	0.479581
936	0.479390	0.479580
937	0.479389	0.479579
938	0.479388	0.479578
939	0.479387	0.479577
940	0.479386	0.479576
941	0.479385	0.479575
942	0.479384	0.479574
943	0.479383	0.479573
944	0.479381	0.479572
945	0.479380	0.479571
946	0.479379	0.479570
947	0.479378	0.479569
948	0.479377	0.479568
949	0.479376	0.479567
950	0.479375	0.479566
951	0.479374	0.479565
952	0.479373	0.479564
953	0.479371	0.479562
954	0.479370	0.479561
955	0.479369	0.479560
956	0.479368	0.479559
957	0.479367	0.479558
958	0.479366	0.479557
959	0.479365	0.479556
960	0.479364	0.479555
961	0.479362	0.479554
962	0.479361	0.479552
963	0.479360	0.479551
964	0.479359	0.479550
965	0.479358	0.479549
966	0.479357	0.479548
967	0.479356	0.479547
968	0.479355	0.479545
969	0.479354	0.479544
970	0.479352	0.479543
971	0.479351	0.479542
972	0.479350	0.479541
973	0.479349	0.479540
974	0.479348	0.479538
975	0.479347	0.479537
976	0.479346	0.479536
977	0.479345	0.479535
978	0.479343	0.479534
979	0.479342	0.479532
980	0.479341	0.479531
981	0.479340	0.479530
982	0.479339	0.479529
983	0.479338	0.479528
984	0.479337	0.479526
985	0.479336	0.479525
986	0.479335	0.479524
987	0.479334	0.479523
988	0.479333	0.479522
989	0.479332	0.479521
990	0.479331	0.479520
991	0.479330	0.479518
992	0.479329	0.479517
993	0.479328	0.479516
994	0.479327	0.479515
995	0.479326	0.479514
996	0.479325	0.479513
997	0.479324	0.479512
998	0.479323	0.479511
999	0.479322	0.479510
1000	0.479321	0.479509
